term,count,levels
tabaquero,1,7
impregnador,1,7
inmunizador,1,7
impregnadora,1,7
secadores,1,7
incisiones,1,7
chapeador,1,7
ataudes,1,7
marqueteria,1,7
esqueletero,1,7
mueblista,1,7
lijado,1,7
espigas,1,7
taraceador,1,7
tonelero,1,7
marcadora,1,7
molduradora,1,7
bastidor,1,7
caladora,1,7
sastreria,1,7
chizguera,1,7
combinador,1,7
carpas,1,7
toldos,1,7
lencera,1,7
costurera,1,7
modisto,1,7
pantalonero,1,7
peletero,1,7
sastre,1,7
peleteria,1,7
tapicero,1,7
guantes,1,7
velamenes,1,7
extendedor,1,7
trazado,1,7
trazo,1,7
lenceria,1,7
manualidades,1,7
paraguero,1,7
pasamanero,1,7
remendador,1,7
colchonero,1,7
edredones,1,7
adobador,1,7
alisador,1,7
curtidor,1,7
depilador,1,7
descarnador,1,7
estirador,1,7
hendedor,1,7
igualador,1,7
pelo,1,7
pelambrero,1,7
pellejero,1,7
rasurador,1,7
rebanador,1,7
sobador,1,7
suavizador,1,7
entintado,1,7
guarnicion,1,7
zapateria,1,7
emplantillador,1,7
guarnecedor,1,7
hormero,1,7
capellada,1,7
zapatero,1,7
medida,1,7
remendero,1,7
rescate,1,7
esponjas,1,7
ostras,1,7
rana,1,7
submarino,1,7
barrenero,1,7
cargapozo,1,7
dinamitero,1,7
polvora,1,7
barrenador,1,7
polvorista,1,7
shooter,1,7
lanas,1,7
manufacturacion,1,7
revisador,1,7
aserrada,1,7
chapada,1,7
procesada,1,7
bateria,1,7
bombillas,1,7
excluyendo,1,7
fungicida,1,7
malas,1,7
desratizador,1,7
exterminador,1,7
pirotecnico,1,7
avance,1,8
socavon,1,8
subsuelo,1,8
ademador,1,8
canastero,1,8
desentibador,1,8
enganchador,1,8
vagonetas,1,8
entibador,1,8
trituradora,1,8
tolvas,1,8
transportadora,1,8
mineral,1,8
trituracion,1,8
saca,1,8
tolvero,1,8
dragalina,1,8
arrastre,1,8
excavadora,1,8
arranque,1,8
continuo,1,8
rozadora,1,8
continua,1,8
pala,1,8
cargadora,1,8
jumbo,1,8
moto,1,8
traillas,1,8
motoniveladoras,1,8
cargadores,1,8
tanqueros,1,8
llantas,1,8
orugas,1,8
apurador,1,8
cribador,1,8
estriador,1,8
machacador,1,8
molibdeno,1,8
solera,1,8
rocas,1,8
precipitacion,1,8
plata,1,8
aserradora,1,8
cono,1,8
cianuracion,1,8
cribas,1,8
molino,1,8
triturar,1,8
granuladora,1,8
machacadora,1,8
pellets,1,8
prensadora,1,8
quebrantadora,1,8
tamizadora,1,8
magnetico,1,8
briquetas,1,8
excavador,1,8
agujeros,1,8
sondeos,1,8
petroleros,1,8
manilero,1,8
direccional,1,8
sondistas,1,8
sondista,1,8
taladrero,1,8
aljibes,1,8
chequeapozo,1,8
electrosumergible,1,8
llave,1,8
tecnologicos,1,8
pajarita,1,8
retro,1,8
orugada,1,8
tolva,1,8
recogemuestras,1,8
canolero,1,8
drill,1,8
stem,1,8
test,1,8
cunero,1,8
workover,1,8
encuellador,1,8
torrero,1,8
extrusor,1,8
bloques,1,8
prevaciado,1,8
hormigonera,1,8
mosaicos,1,8
amianto,1,8
prefabricados,1,8
aglomerados,1,8
esculturas,1,8
elaborar,1,8
fabricar,1,8
esmeril,1,8
muelas,1,8
asbestos,1,8
cuchara,1,8
estiradora,1,8
pudelar,1,8
recocido,1,8
templado,1,8
caliente,1,8
cilindricos,1,8
centrifugadora,1,8
corrugadora,1,8
varillas,1,8
colar,1,8
malla,1,8
estirado,1,8
extrusora,1,8
balas,1,8
sinterizado,1,8
trefiladora,1,8
freno,1,8
punzadora,1,8
arenas,1,8
recocedor,1,8
templador,1,8
revenido,1,8
anodizador,1,8
cromador,1,8
decapador,1,8
desengrasador,1,8
electroplateador,1,8
galvanizador,1,8
metalizador,1,8
niquelador,1,8
enchapado,1,8
galvanoplastia,1,8
hojalata,1,8
galvanizadora,1,8
recubridora,1,8
alambres,1,8
recubrimientos,1,8
pavonador,1,8
plateador,1,8
revestidor,1,8
glicerina,1,8
perfumes,1,8
esencias,1,8
pirotecnicos,1,8
municiones,1,8
perfumeria,1,8
trementina,1,8
calcinadora,1,8
coqueria,1,8
abonos,1,8
tambor,1,8
giratorio,1,8
coque,1,8
retorta,1,8
compactacion,1,8
latex,1,8
capsuladora,1,8
cerillas,1,8
fosforos,1,8
cirios,1,8
pirotecnia,1,8
encapsuladora,1,8
evaporadora,1,8
moledora,1,8
marmita,1,8
deshidratacion,1,8
acidos,1,8
cloro,1,8
hidrogeno,1,8
barnices,1,8
mezcladores,1,8
deshidratador,1,8
tostador,1,8
autotanques,1,8
centros,1,8
compresion,1,8
descompresion,1,8
llenado,1,8
halogeno,1,8
llenadora,1,8
trasiego,1,8
fotografica,1,8
ampliacion,1,8
fotografias,1,8
placas,1,8
revelado,1,8
revelador,1,8
negativos,1,8
copias,1,8
oscuro,1,8
calandrador,1,8
calandra,1,8
calandria,1,8
amasadora,1,8
mangueras,1,8
vulcanizacion,1,8
lustradora,1,8
recauchutadora,1,8
reencauchadora,1,8
reencauche,1,8
moldear,1,8
disco,1,8
goma,1,8
vulcanizador,1,8
recubrimiento,1,8
pigmentado,1,8
amoladora,1,8
bolsas,1,8
celofan,1,8
selladora,1,8
sopladora,1,8
termoformadora,1,8
funda,1,8
fonograficos,1,8
rebobinado,1,8
refilado,1,8
insertado,1,8
remachado,1,8
peletizado,1,8
sobres,1,8
cortar,1,8
plegar,1,8
forradora,1,8
devanador,1,8
encanillador,1,8
abridora,1,8
engomadora,1,8
acondicionadora,1,8
bobinadora,1,8
hilo,1,8
hilaza,1,8
combinadora,1,8
hilado,1,8
mechera,1,8
fino,1,8
rotores,1,8
devanadora,1,8
troquilones,1,8
napadora,1,8
mechas,1,8
peinadora,1,8
retorcedora,1,8
reunidora,1,8
ovillador,1,8
plegador,1,8
enlazador,1,8
cartones,1,8
enrolladora,1,8
bordadora,1,8
mallas,1,8
panos,1,8
tejedora,1,8
urdido,1,8
ganchillera,1,8
pasadora,1,8
encajes,1,8
genero,1,8
urdidora,1,8
tejedoras,1,8
urdidor,1,8
acolchador,1,8
empretinador,1,8
fileteadora,1,8
basteadora,1,8
acolchado,1,8
bordar,1,8
collarin,1,8
dobladilladora,1,8
ojaladora,1,8
plana,1,8
zigzadora,1,8
femenina,1,8
apliques,1,8
blanqueado,1,8
blanqueadora,1,8
satinadora,1,8
desgaste,1,8
blanqueamiento,1,8
texturizado,1,8
tintura,1,8
desgomadora,1,8
encogedora,1,8
impermeabilizadora,1,8
polimerizador,1,8
tundidor,1,8
adobadora,1,8
curtiduria,1,8
curtido,1,8
depilacion,1,8
descarne,1,8
zurrado,1,8
igualacion,1,8
pelambres,1,8
desvenadora,1,8
templadora,1,8
rodillo,1,8
partes,1,8
desbastador,1,8
puntas,1,8
desbastadora,1,8
pegadora,1,8
ribeteadora,1,8
prearmado,1,8
vulcanizado,1,8
vira,1,8
desmanchador,1,8
adornador,1,8
colchones,1,8
conos,1,8
fieltro,1,8
pasamaneria,1,8
sombrereros,1,8
campana,1,8
sombrereria,1,8
trenzado,1,8
trapo,1,8
cervecero,1,8
cocedor,1,8
malta,1,8
descascarador,1,8
desecador,1,8
deshuesador,1,8
desvicerador,1,8
hidrogenador,1,8
aceites,1,8
grasas,1,8
margarinero,1,8
cerveceria,1,8
vacio,1,8
alcoholicas,1,8
descerezadora,1,8
desdobladora,1,8
despulpadora,1,8
difusora,1,8
carbonatacion,1,8
cristalizacion,1,8
evaporacion,1,8
extractos,1,8
germinacion,1,8
malteado,1,8
hidrogenacion,1,8
horneo,1,8
masa,1,8
harina,1,8
cascara,1,8
congeladora,1,8
conservadora,1,8
coccion,1,8
chocolates,1,8
polvo,1,8
vinagres,1,8
helado,1,8
interesterificacion,1,8
pasteurizacion,1,8
descortezadora,1,8
deshidratadora,1,8
despalilladora,1,8
electrolisis,1,8
embotelladora,1,8
enlatadora,1,8
esterilizadora,1,8
procesadas,1,8
malteadora,1,8
oleaginosas,1,8
alcohol,1,8
picadora,1,8
margarina,1,8
tostadora,1,8
etiquetado,1,8
enzimatica,1,8
tacho,1,8
soluble,1,8
arepas,1,8
queso,1,8
trillador,1,8
vinagrero,1,8
glaseado,1,8
satinado,1,8
terminacion,1,8
parafinadora,1,8
satinador,1,8
digestor,1,8
astilladora,1,8
refino,1,8
desfibradora,1,8
lejiadora,1,8
blanqueo,1,8
repulper,1,8
arrastrador,1,8
aglomerado,1,8
contrachapada,1,8
encolado,1,8
contrachapado,1,8
intercaladora,1,8
planeadora,1,8
sinfin,1,8
trompo,1,8
temple,1,8
arenado,1,8
mezclado,1,8
prensado,1,8
plano,1,8
rebanadora,1,8
estampar,1,8
tunel,1,8
ladrillo,1,8
macerador,1,8
abizcochada,1,8
vidriar,1,8
esmaltado,1,8
abrasivos,1,8
barbotin,1,8
frita,1,8
esmalte,1,8
pintar,1,8
moldeado,1,8
lechada,1,8
tejero,1,8
calderista,1,8
fijos,1,8
estacionaria,1,8
embaladora,1,8
enfardadora,1,8
envolvedora,1,8
etiquetadora,1,8
ampolletas,1,8
capsulas,1,8
rotuladora,1,8
monoboyas,1,8
portalonero,1,8
lapices,1,8
patines,1,8
sombrillas,1,8
paraguas,1,8
chips,1,8
silicio,1,8
empalmadora,1,8
cremas,1,8
paletizadora,1,8
aeronauticas,1,8
cortadoras,1,8
expendedoras,1,8
mecanismos,1,8
veleros,1,8
condensadores,1,8
tableros,1,8
tarjetas,1,8
microelectronicos,1,8
desensamble,1,8
armaduras,1,8
bobina,1,8
bujias,1,8
microelectronica,1,8
electromecanicos,1,8
interruptores,1,8
lamparas,1,8
refrigeradores,1,8
televisores,1,8
neon,1,8
bobinado,1,8
cargado,1,8
bombillos,1,8
termos,1,8
lanchas,1,8
mesas,1,8
monturas,1,8
gafas,1,8
persianas,1,8
plumas,1,8
boligrafos,1,8
escritorios,1,8
ensambladora,1,8
calafatero,1,8
metropolitano,1,8
maniobras,1,8
esclusas,1,8
vagones,1,8
frenero,1,8
guardafreno,1,8
guardafrenos,1,8
guardagujas,1,8
guardalineas,1,8
enganche,1,8
motocicleta,1,8
mototaxi,1,8
motociclista,1,8
chofer,1,8
automovil,1,8
camioneta,1,8
blindado,1,8
carroza,1,8
furgon,1,8
furgoneta,1,8
pick,1,8
liviano,1,8
estacionador,1,8
valet,1,8
taxi,1,8
taxista,1,8
autobus,1,8
autocar,1,8
buseta,1,8
colectivo,1,8
metro,1,8
microbus,1,8
colegial,1,8
trasmilenio,1,8
intermunicipal,1,8
articulado,1,8
biarticulado,1,8
camionero,1,8
remolque,1,8
tonelaje,1,8
lanzadera,1,8
volquete,1,8
troque,1,8
tractomula,1,8
volqueta,1,8
barredora,1,8
mulero,1,8
volquetero,1,8
tractorista,1,8
combinada,1,8
cosechadora,1,8
escarificacion,1,8
desmotadora,1,8
taladora,1,8
segadora,1,8
sembradora,1,8
tractor,1,8
canero,1,8
trilladora,1,8
buldozero,1,8
petrolizacion,1,8
niveladora,1,8
cuchilla,1,8
frontal,1,8
apisonadora,1,8
aplanadora,1,8
asfaltadora,1,8
bulldozer,1,8
compactadora,1,8
esparcidor,1,8
esparcidora,1,8
explanadora,1,8
motoniveladora,1,8
pavimentadora,1,8
retroexcavadora,1,8
zanjadora,1,8
cangilones,1,8
alquitran,1,8
scraper,1,8
rellenadora,1,8
jaula,1,8
cabrestante,1,8
elevador,1,8
cabria,1,8
canasta,1,8
elevadora,1,8
graneles,1,8
esclusa,1,8
aguilon,1,8
elevadiza,1,8
flotante,1,8
locomovil,1,8
multiproposito,1,8
portico,1,8
manlift,1,8
levadizo,1,8
telecabina,1,8
telesilla,1,8
vagon,1,8
wincher,1,8
portacontenedores,1,8
winche,1,8
winchero,1,8
carretilla,1,8
horquilla,1,8
telehandler,1,8
dragador,1,8
faro,1,8
barcaza,1,8
cablero,1,8
timonel,1,8
transbordador,1,8
pasabarco,1,8
pasacable,1,8
remolcador,1,8
timonero,1,8
barquero,1,8
batelero,1,8
bote,1,8
piragua,1,8
lanchero,1,8
lancha,1,8
charter,1,8
voladora,1,8
chalupero,1,8
criado,1,9
empleada,1,9
hogares,1,9
mucamo,1,9
sirviente,1,9
talleres,1,9
comunes,1,9
sanitizacion,1,9
camarera,1,9
oficinas,1,9
mucama,1,9
desinfeccion,1,9
almidonador,1,9
lavandero,1,9
planchador,1,9
houseman,1,9
cunetas,1,9
graffitis,1,9
torres,1,9
piscinero,1,9
alzador,1,9
bagacero,1,9
bracero,1,9
colero,1,9
cortero,1,9
cosechador,1,9
cosechero,1,9
cuadrillero,1,9
descuajador,1,9
estaquillador,1,9
garruchero,1,9
jornalero,1,9
obrero,1,9
mazorca,1,9
labranza,1,9
peon,1,9
puyero,1,9
sembrador,1,9
surquero,1,9
beneficiador,1,9
yuguero,1,9
yuntero,1,9
carguero,1,9
arriero,1,9
caballeriza,1,9
establos,1,9
boyero,1,9
caballerizo,1,9
palafrenero,1,9
cuidandero,1,9
gusano,1,9
huevos,1,9
guadanador,1,9
prado,1,9
hachador,1,9
lenador,1,9
plantador,1,9
arbol,1,9
trasplantador,1,9
trepador,1,9
ahoyador,1,9
cochero,1,9
guaquero,1,9
guardalamparas,1,9
lampistero,1,9
frentero,1,9
malacatero,1,9
raso,1,9
carrileras,1,9
aceitero,1,9
sandblasting,1,9
planillero,1,9
pavimento,1,9
cavador,1,9
zanjas,1,9
acequias,1,9
cavero,1,9
desbrozador,1,9
represas,1,9
ferreas,1,9
balasto,1,9
senalizador,1,9
portaprisma,1,9
sepulturas,1,9
funerario,1,9
exhumacion,1,9
inhumacion,1,9
tumbas,1,9
sepulturero,1,9
artesas,1,9
embalador,1,9
embotellador,1,9
envasador,1,9
etiquetador,1,9
etiqueteador,1,9
rotulador,1,9
nutricional,1,9
metalisteria,1,9
paileria,1,9
vertimiento,1,9
lijador,1,9
conservera,1,9
vinicola,1,9
cervecera,1,9
pacas,1,9
desperdicios,1,9
fusionador,1,9
filamentos,1,9
repases,1,9
pasahebras,1,9
broches,1,9
surtidor,1,9
talqueador,1,9
carreta,1,9
pedal,1,9
velocipedo,1,9
motorizada,1,9
zorrero,1,9
macho,1,9
descargador,1,9
estibador,1,9
estrobador,1,9
maletero,1,9
descarga,1,9
manejador,1,9
tanqueador,1,9
tanquero,1,9
equipaje,1,9
trasteos,1,9
carpero,1,9
cotero,1,9
mudanzas,1,9
surtido,1,9
rellenador,1,9
estanterias,1,9
supermercados,1,9
reponedor,1,9
estanteria,1,9
rapidas,1,9
platos,1,9
rapidos,1,9
hamburguesas,1,9
fritas,1,9
pizzas,1,9
despensa,1,9
utensilios,1,9
lavaplatos,1,9
steward,1,9
folletos,1,9
embolador,1,9
limpiabotas,1,9
lustrabotas,1,9
lustrador,1,9
zapatos,1,9
recadero,1,9
gratuita,1,9
propaganda,1,9
buhonero,1,9
lotero,1,9
voceador,1,9
basurero,1,9
cartonero,1,9
reciclador,1,9
reciclaje,1,9
oficio,1,9
chatarrero,1,9
chatarra,1,9
barrendero,1,9
escobita,1,9
rastrillador,1,9
ascensorista,1,9
ascensor,1,9
equipajero,1,9
mandadero,1,9
domicilios,1,9
transportes,1,9
oficios,1,9
disponible,1,9
servir,1,9
polivalente,1,9
sencillas,1,9
acarreador,1,9
lena,1,9
monedas,1,9
vehicular,1,9
bolera,1,9
boleador,1,9
tenis,1,9
caddie,1,9
pelotas,1,9
llantero,1,9
montallantas,1,9
montallantero,1,9
estacionamiento,1,9
parqueadero,1,9
